,SCORE:,total_score,atom_pair_constraint,cart_bonded,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,rama_prepro,ref,yhh_planarity,description,id
9,SCORE:,8599.405,9535.472,356.028,0.0,-2890.485,606.578,-1008.419,6.492999999999999,112.527,352.12800000000004,1969.915,-87.745,-116.333,-77.107,-236.25599999999997,-48.977,14.610999999999999,-94.557,47.066,156.53799999999998,1.9269999999999998,S_0010,D4LC32_RUMC1
8,SCORE:,3698.7729999999997,4876.691,322.608,0.0,-3019.688,663.046,-1102.788,6.699,111.523,307.132,2128.576,-119.641,-118.117,-91.82,-243.99200000000002,-55.446999999999996,21.072,-98.59200000000001,-12.116,122.135,1.4909999999999999,S_0009,R2TAZ9_9ENTE
4,SCORE:,9809.253,10938.378,379.773,-0.55,-3193.7990000000004,627.3530000000001,-1175.19,7.023,112.75399999999999,346.60699999999997,2235.236,-105.161,-124.186,-86.598,-270.467,-57.369,14.08,-104.31700000000001,65.03,199.611,1.045,S_0005,BGL29_ORYSJ
3,SCORE:,8636.877,9700.667,377.101,0.0,-3132.627,662.643,-1154.758,6.772,114.9,333.464,2268.113,-95.12100000000001,-121.523,-108.025,-247.857,-51.803000000000004,15.205,-98.385,55.645,111.09,1.376,S_0004,G9MNA5_HYPVG
9,SCORE:,3080.928,4100.748,375.538,0.0,-2999.5170000000003,645.66,-1054.343,6.211,114.28200000000001,339.401,2065.011,-90.544,-115.92399999999999,-91.94,-249.287,-55.917,18.754,-97.685,52.698,116.82600000000001,0.956,S_0010,D2TIQ5_CITRI
8,SCORE:,8586.27,9734.162,346.87699999999995,0.0,-3199.657,673.7860000000001,-1241.201,6.779,118.884,356.164,2357.4770000000003,-131.44,-126.29899999999999,-105.155,-252.077,-51.565,27.921999999999997,-104.00299999999999,80.476,94.241,0.9,S_0009,G1X4L0_ARTOA
7,SCORE:,9148.726,10379.035,292.319,0.0,-3066.85,686.4,-1109.802,6.582999999999999,114.11200000000001,319.283,2150.879,-101.37799999999999,-109.524,-99.459,-253.549,-52.84,13.097999999999999,-102.465,-8.606,90.387,1.104,S_0008,A8FJ89_BACP2
8,SCORE:,20337.546000000002,21304.022,330.111,2.242,-2927.635,624.29,-1077.515,6.426,107.175,343.473,2137.895,-108.639,-104.429,-76.259,-247.75799999999998,-47.538999999999994,12.835999999999999,-86.387,34.824,109.079,1.334,S_0009,T1HSG5_RHOPR
9,SCORE:,10108.042,10985.465,361.12699999999995,-0.9570000000000001,-2825.426,587.712,-982.75,6.986000000000001,100.331,311.215,1964.609,-100.98200000000001,-104.92200000000001,-76.995,-227.528,-59.722,15.757,-82.49600000000001,68.499,167.282,0.838,S_0010,K7M9A5_SOYBN
3,SCORE:,10087.655999999999,10986.533000000001,373.608,-1.242,-2805.112,600.015,-1011.6510000000001,6.814,101.699,313.95099999999996,1950.661,-115.61200000000001,-100.12299999999999,-87.193,-236.733,-46.125,23.949,-89.12899999999999,55.233000000000004,167.282,0.83,S_0004,K7M9A5_SOYBN
9,SCORE:,8958.408000000001,10043.676,333.43800000000005,0.0,-2998.4759999999997,692.529,-1109.047,6.557,116.507,324.934,2144.89,-106.499,-116.05,-94.88,-249.1,-56.599,12.317,-94.665,-5.597,113.178,1.295,S_0010,R2SFV3_9ENTE
2,SCORE:,7538.321999999999,8347.0,357.167,0.0,-2830.0409999999997,624.24,-979.779,7.193,103.195,337.223,1955.531,-79.569,-114.34200000000001,-79.41199999999999,-239.268,-50.549,22.601,-76.10600000000001,70.376,161.908,0.9540000000000001,S_0003,T2KKC3_9FLAO
2,SCORE:,13123.356000000002,14095.545,347.736,0.0,-2817.493,558.479,-1001.172,5.761,104.22,312.625,1981.14,-91.601,-112.133,-111.79,-226.30200000000002,-39.946,24.24,-94.773,38.375,148.754,1.69,S_0003,B1VQ99_STRGG
1,SCORE:,8238.184000000001,9338.811,312.952,0.0,-3063.454,668.9939999999999,-1179.505,6.818,116.904,324.072,2282.157,-92.303,-108.419,-112.025,-257.249,-56.28,11.1,-98.49,52.997,89.699,1.4069999999999998,S_0002,N1RLV2_FUSC4
8,SCORE:,7453.096,8370.426,283.843,0.0,-2548.6079999999997,569.165,-949.5260000000001,5.4239999999999995,103.039,265.353,1867.954,-88.12299999999999,-96.561,-88.446,-199.57299999999998,-41.744,7.531000000000001,-102.999,8.799,86.072,1.071,S_0009,H0EJW8_GLAL7
2,SCORE:,7475.672,8361.553,308.258,0.0,-2546.278,579.836,-971.702,5.81,101.99,265.836,1856.455,-89.666,-97.223,-77.658,-198.903,-48.153,8.139,-102.304,31.930999999999997,86.072,1.6780000000000002,S_0003,H0EJW8_GLAL7
9,SCORE:,9410.142,10682.428999999998,283.0,0.0,-3040.288,660.497,-1135.996,6.6,115.821,301.98,2176.136,-90.626,-111.514,-106.346,-248.142,-50.089,12.849,-113.03200000000001,-40.946999999999996,106.912,0.897,S_0010,G2SMZ3_LACRR
5,SCORE:,13367.19,14215.28,386.75,0.0,-2869.603,642.314,-1002.7139999999999,7.041,110.101,331.895,1987.638,-78.24,-115.095,-98.62200000000001,-225.933,-44.836999999999996,28.046,-89.43700000000001,50.632,130.375,1.598,S_0006,A0A0C5VPU5_9GAMM
0,SCORE:,14340.874,15341.758999999998,440.223,-0.8340000000000001,-3162.94,653.8340000000001,-1194.767,7.1339999999999995,117.366,359.595,2270.5660000000003,-108.37700000000001,-121.697,-93.04799999999999,-272.06,-56.045,17.012,-99.102,85.939,155.287,1.03,S_0001,BGL02_ORYSJ
5,SCORE:,7213.148,8466.249,283.863,0.0,-3093.69,682.075,-1159.167,6.641,116.396,316.655,2218.001,-106.012,-120.743,-88.854,-253.485,-57.224,9.464,-104.751,-16.061,112.83,0.963,S_0006,A6M2W0_CLOB8
0,SCORE:,5936.477,6742.11,460.06300000000005,0.0,-2948.1079999999997,694.63,-1058.356,7.385,118.194,344.126,2089.665,-109.9,-103.91,-82.96600000000001,-255.688,-55.46,35.403,-97.36200000000001,29.363000000000003,125.87100000000001,1.416,S_0001,B1MYM4_LEUCK
8,SCORE:,7642.258000000001,8685.827,263.382,-0.536,-2691.41,558.62,-950.189,6.225,94.57700000000001,277.002,1867.047,-80.76899999999999,-92.53399999999999,-64.758,-244.303,-60.608999999999995,12.235,-100.663,10.697000000000001,151.811,0.605,S_0009,U5GR11_POPTR
4,SCORE:,2965.8940000000002,4028.597,383.33,0.0,-3190.224,737.684,-1104.24,7.425,119.87899999999999,364.37300000000005,2200.42,-103.294,-126.734,-92.137,-249.25799999999998,-52.522,27.592,-97.611,14.755,95.698,2.162,S_0005,C9ACN3_ENTCA
6,SCORE:,9897.274,11047.201000000001,326.256,0.0,-2965.3190000000004,552.2080000000001,-1087.497,5.529,101.94200000000001,313.405,2072.555,-98.189,-107.08,-98.605,-249.032,-53.981,34.704,-112.84100000000001,16.628,198.37599999999998,1.013,S_0007,A6WF35_KINRD
2,SCORE:,16738.693,17692.884,355.45300000000003,0.055,-3044.4309999999996,646.515,-1113.797,7.55,115.565,362.99,2188.322,-96.381,-122.33,-76.366,-241.023,-54.661,21.519000000000002,-93.711,35.863,152.786,1.89,S_0003,D8TAL2_SELML
1,SCORE:,4521.58,5706.351,313.311,0.0,-3015.3059999999996,695.941,-1144.5810000000001,6.321000000000001,116.307,313.416,2164.065,-123.705,-114.065,-94.84299999999999,-246.635,-46.845,11.48,-99.288,-1.3530000000000002,79.223,1.786,S_0002,K0J0J6_AMPXN
2,SCORE:,9280.979,10538.002,304.698,0.0,-3120.3740000000003,688.56,-1119.649,6.853,114.52,318.457,2178.558,-113.12299999999999,-109.245,-109.86399999999999,-249.72400000000002,-46.047,11.786,-105.55799999999999,-34.933,127.20100000000001,0.86,S_0003,Q9KRS8_VIBCH
9,SCORE:,11132.44,11659.733,538.73,0.0,-2816.3720000000003,646.139,-946.123,8.475,112.22,346.662,1965.828,-66.253,-116.015,-90.01700000000001,-215.4,-43.236999999999995,36.693000000000005,-80.152,59.455,130.153,1.922,S_0010,A3DPC2_STAMF
6,SCORE:,7305.5380000000005,8398.896,226.033,-1.124,-2558.894,534.289,-918.96,5.67,90.774,249.143,1760.6170000000002,-99.44,-93.822,-73.91,-214.55599999999998,-52.684,5.962000000000001,-89.544,11.765999999999998,124.32799999999999,0.996,S_0007,K4AAS2_SETIT
5,SCORE:,14049.116000000002,15001.518999999998,313.453,0.0,-2800.0879999999997,578.241,-994.922,5.938,104.971,309.187,1959.023,-82.434,-113.15799999999999,-102.262,-227.78099999999998,-41.356,19.05,-86.475,69.612,134.494,2.101,S_0006,L0A0G1_DEIPD
2,SCORE:,4729.698,5804.805,363.853,0.0,-3123.493,710.324,-1129.558,7.391,112.99,343.145,2202.585,-117.48100000000001,-110.555,-105.818,-254.479,-55.473,19.452,-105.13,26.816999999999997,138.171,2.153,S_0003,A7MJ22_CROS8
6,SCORE:,12637.923999999999,13205.961000000001,415.796,0.0,-2656.87,678.99,-983.068,6.617000000000001,112.991,313.999,2018.711,-79.12,-103.564,-78.583,-230.73,-50.841,22.83,-73.749,46.683,70.895,0.977,S_0007,R6EFG1_9FIRM
7,SCORE:,12626.177,13196.955,377.82599999999996,0.0,-2658.094,668.562,-957.592,6.7410000000000005,106.28,310.348,2021.91,-71.44,-103.36200000000001,-72.057,-234.243,-50.528,35.194,-74.189,51.818999999999996,70.895,1.15,S_0008,R6EFG1_9FIRM
1,SCORE:,9291.578000000001,10423.697,320.534,0.0,-2868.755,544.6569999999999,-1038.5810000000001,6.211,103.45,316.843,2013.096,-87.845,-111.75299999999999,-101.156,-241.542,-51.101000000000006,19.503,-113.795,2.383,154.782,0.9520000000000001,S_0002,G2P906_STRVO
1,SCORE:,5717.514,6969.956,366.153,-1.14,-3257.2659999999996,673.068,-1176.705,7.316,123.788,367.564,2257.879,-110.265,-129.25799999999998,-99.905,-254.69,-50.301,15.068,-119.68700000000001,-17.266,152.28,0.925,S_0002,A8MCI6_CALMQ
7,SCORE:,5713.965,6970.3769999999995,341.723,-1.048,-3266.5690000000004,665.247,-1180.7830000000001,7.067,123.566,361.191,2287.46,-118.637,-123.353,-90.87899999999999,-260.558,-53.213,17.552,-117.325,-1.681,152.28,1.5490000000000002,S_0008,A8MCI6_CALMQ
6,SCORE:,5743.356,6967.416,367.952,-1.1320000000000001,-3221.6059999999998,655.548,-1177.269,6.904,123.883,361.94,2242.544,-119.73,-124.368,-93.21700000000001,-255.625,-49.232,23.934,-120.962,2.292,152.28,1.804,S_0007,A8MCI6_CALMQ
3,SCORE:,4905.42,5851.847,344.084,0.0,-2821.6479999999997,585.828,-989.1139999999999,6.058,106.25399999999999,325.546,1907.976,-89.149,-102.714,-84.916,-240.96400000000003,-47.946000000000005,23.285999999999998,-92.87100000000001,74.056,148.463,1.345,S_0004,R4TBK3_AMYOR
0,SCORE:,8949.181999999999,9898.835,424.483,-0.248,-3173.853,690.049,-1163.768,7.606,126.915,368.784,2298.394,-86.926,-106.164,-95.37299999999999,-273.106,-58.201,22.219,-91.68700000000001,35.914,124.272,1.04,S_0001,M4CKV2_BRARP
1,SCORE:,8967.612,9890.016,427.00300000000004,-1.148,-3194.558,703.039,-1181.903,8.5,123.882,380.56199999999995,2336.603,-90.12799999999999,-109.824,-89.851,-285.65,-58.756,45.053000000000004,-92.736,31.604,124.272,1.632,S_0002,M4CKV2_BRARP
6,SCORE:,8961.2,9855.591999999999,359.16900000000004,0.0,-2974.8779999999997,653.429,-1014.159,7.702000000000001,112.634,343.099,2034.086,-86.264,-104.432,-84.34899999999999,-239.518,-62.507,23.195999999999998,-90.06299999999999,64.763,161.81799999999998,1.882,S_0007,Q11NH0_CYTH3
2,SCORE:,18139.502,19238.539,325.41,0.0,-3051.386,626.674,-1106.343,6.46,107.133,321.224,2129.1710000000003,-84.353,-128.391,-79.721,-255.03400000000002,-57.243,25.195999999999998,-87.956,26.785999999999998,182.25799999999998,1.079,S_0003,G3Q7H3_GASAC
4,SCORE:,5016.808,6297.933000000001,315.44599999999997,0.0,-3118.3259999999996,652.361,-1140.1660000000002,6.642,110.881,319.526,2164.311,-118.93700000000001,-110.823,-99.075,-259.11,-46.993,15.107999999999999,-110.625,-16.462,154.091,1.025,S_0005,G9WIJ5_9LACT
0,SCORE:,9710.607,11062.108999999999,256.755,0.0,-3088.79,694.895,-1127.23,6.43,115.68,289.413,2154.551,-107.301,-109.01799999999999,-99.321,-253.262,-55.363,6.98,-111.916,-37.628,112.11200000000001,1.5119999999999998,S_0001,U5MNA8_CLOSA
3,SCORE:,8709.063,9656.205,333.93300000000005,0.0,-2773.571,528.299,-966.316,6.042000000000001,97.53399999999999,295.512,1909.0529999999999,-77.577,-102.73100000000001,-97.23899999999999,-230.168,-47.173,21.581999999999997,-92.037,76.132,170.919,0.665,S_0004,D1A786_THECD
0,SCORE:,8854.527,9759.436,443.86300000000006,0.0,-3143.6079999999997,637.766,-1102.601,7.291,116.49,394.121,2173.276,-76.842,-122.381,-84.266,-261.995,-55.232,17.312,-108.507,77.697,181.549,1.16,S_0001,A9GNP8_SORC5
8,SCORE:,12601.927,13170.678,452.385,0.374,-3032.645,709.988,-993.7489999999999,9.004,113.441,408.83099999999996,2119.135,-79.066,-106.65100000000001,-59.717,-236.604,-63.38399999999999,30.723000000000003,-82.436,90.054,150.816,0.7490000000000001,S_0009,A2FGP1_TRIVA
8,SCORE:,10541.979,11072.225,459.221,0.0,-2438.054,495.67400000000004,-837.07,6.267,88.376,311.89,1681.32,-85.04299999999999,-73.508,-59.483000000000004,-199.84900000000002,-52.563,41.74,-78.932,46.46,162.504,0.802,S_0009,M0V0R6_HORVD
0,SCORE:,14287.205,14752.069,427.999,0.0,-2688.6859999999997,538.3,-925.0889999999999,7.077999999999999,98.85600000000001,344.62800000000004,1959.0610000000001,-84.961,-86.00399999999999,-61.411,-230.364,-57.614,32.843,-84.435,159.60299999999998,184.859,0.474,S_0001,B5HPD7_9ACTN
4,SCORE:,8810.097,9391.994,518.229,0.0,-2718.702,546.631,-956.515,6.64,96.042,363.35,1888.9289999999999,-82.05799999999999,-108.911,-85.469,-219.231,-41.333,52.549,-90.962,92.302,155.289,1.325,S_0005,V6JX71_STRRC
6,SCORE:,10023.211,11350.601999999999,297.10400000000004,-0.33899999999999997,-3228.703,669.215,-1232.119,6.5489999999999995,119.884,310.314,2363.229,-106.265,-125.95200000000001,-106.43299999999999,-275.193,-56.70399999999999,9.689,-105.242,13.925999999999998,118.811,0.8390000000000001,S_0007,A0A0D3GFZ0_9ORYZ
9,SCORE:,9332.401,10402.79,277.089,0.0,-2821.0679999999998,599.788,-997.177,6.105,104.06299999999999,293.077,1939.431,-72.725,-112.72399999999999,-89.021,-235.465,-55.29600000000001,13.089,-93.944,22.160999999999998,150.814,1.415,S_0010,F0RVK3_SPHGB
0,SCORE:,9691.748,11077.775,252.16400000000002,0.0,-3081.866,679.456,-1139.654,6.348,116.404,276.931,2168.002,-114.625,-110.494,-99.546,-247.993,-51.755,8.892000000000001,-118.637,-45.938,115.32600000000001,0.958,S_0001,S5R0E3_9STRE
5,SCORE:,8579.675,8788.824,471.92900000000003,0.0,-2461.348,584.181,-737.382,6.818,91.73,336.23900000000003,1681.7839999999999,-55.016000000000005,-64.847,-37.304,-215.36,-57.50899999999999,28.774,-43.317,119.743,140.579,1.155,S_0006,G8TIS4_NIAKG
6,SCORE:,7518.7609999999995,8772.071,304.112,0.0,-3036.651,646.264,-1134.501,6.651,114.881,300.992,2155.847,-100.711,-116.884,-97.9,-243.66,-56.701,8.993,-113.105,-20.093,127.736,1.42,S_0007,C4IB36_CLOBU
3,SCORE:,18773.006999999998,19431.747,577.997,-0.899,-3144.485,706.0369999999999,-1094.837,8.209,115.82,404.916,2215.5429999999997,-101.473,-120.49700000000001,-78.584,-249.12,-52.501000000000005,24.27,-81.347,71.903,139.321,0.987,S_0004,U4UB49_DENPD
3,SCORE:,11430.75,12501.194,377.724,0.0,-3013.613,570.133,-1097.154,6.147,108.74,325.361,2120.777,-96.54,-115.12,-110.991,-255.125,-55.855,18.024,-106.881,65.587,187.29,1.052,S_0004,B8HA17_ARTCA
1,SCORE:,7398.188,8306.326,333.58,0.0,-2811.9840000000004,601.189,-971.5260000000001,6.73,106.085,301.147,1980.388,-93.7,-98.42,-75.018,-233.582,-54.669,11.735,-87.679,36.989000000000004,139.061,1.535,S_0002,H9JMQ8_BOMMO
6,SCORE:,7428.68,8317.413,353.296,0.0,-2804.869,609.809,-961.8530000000001,6.852,109.851,305.046,1960.614,-96.005,-102.331,-73.602,-235.62400000000002,-57.443999999999996,13.38,-91.054,35.064,139.061,1.077,S_0007,H9JMQ8_BOMMO
1,SCORE:,7206.2519999999995,8136.455,386.05,0.0,-2986.836,718.012,-1109.073,7.039,119.459,321.851,2186.308,-107.34,-115.98100000000001,-83.536,-238.416,-54.614,19.485,-84.26899999999999,15.194,75.139,1.3219999999999998,S_0002,U5SCN7_9LACT
8,SCORE:,16722.547,17658.752,356.316,0.0,-2899.11,591.602,-1047.119,6.502999999999999,112.104,330.695,2050.583,-83.15899999999999,-108.32700000000001,-96.705,-241.887,-64.67399999999999,26.424,-91.662,66.55,153.985,1.676,S_0009,G0FZ95_AMYMS
8,SCORE:,9385.165,9787.105,535.905,0.0,-2839.1079999999997,650.413,-934.188,8.041,110.87700000000001,389.26800000000003,1979.388,-93.41799999999999,-103.052,-52.321999999999996,-228.731,-56.591,33.802,-83.48,114.411,165.543,1.304,S_0009,A0A0D3DFA9_BRAOL
1,SCORE:,9774.323,9862.886,674.427,0.0,-2801.131,635.362,-907.148,7.901,109.43700000000001,419.56,1982.3670000000002,-84.525,-98.721,-50.728,-216.899,-61.986999999999995,56.748999999999995,-66.465,146.99200000000002,165.543,0.7040000000000001,S_0002,A0A0D3DFA9_BRAOL
3,SCORE:,8589.891,9453.862,460.80699999999996,0.0,-2896.085,623.119,-990.951,6.401,110.431,291.17,2031.8310000000001,-95.711,-103.132,-93.258,-231.416,-57.964,33.792,-97.304,1.732,141.626,0.9390000000000001,S_0004,A0A077Z3X0_TRITR
8,SCORE:,12260.431,13104.393,357.816,0.0,-2918.526,615.1569999999999,-956.613,6.7379999999999995,98.012,355.945,1970.838,-82.814,-114.912,-61.78,-229.33700000000002,-54.776,18.957,-92.463,54.6,188.322,0.872,S_0009,K9WQ83_9CYAN
6,SCORE:,4292.772,4883.996,410.45599999999996,0.0,-2879.2659999999996,647.135,-970.757,7.8870000000000005,108.833,383.365,2045.6979999999999,-73.09,-98.90799999999999,-67.209,-264.224,-64.881,18.042,-81.215,124.63600000000001,161.61700000000002,0.6579999999999999,S_0007,M0WGA6_HORVD
1,SCORE:,4351.663,4888.170999999999,476.741,0.0,-2883.946,650.534,-969.0360000000001,7.527,114.198,360.907,2078.112,-85.624,-103.251,-61.673,-266.64799999999997,-69.389,46.224,-97.65700000000001,103.756,161.61700000000002,1.1,S_0002,M0WGA6_HORVD
8,SCORE:,18744.881999999998,19365.203,503.861,0.0,-2973.7990000000004,678.666,-1000.0269999999999,7.492999999999999,119.36200000000001,381.34,2105.591,-84.73100000000001,-109.165,-91.595,-233.532,-52.778999999999996,38.758,-88.90899999999999,70.398,107.431,1.314,S_0009,I0HZ86_CALAS
2,SCORE:,9625.891,10537.399,336.61199999999997,0.0,-2824.9120000000003,599.7090000000001,-1025.007,5.772,105.052,312.118,2021.605,-94.001,-109.71,-87.98100000000001,-232.36,-46.878,30.026999999999997,-99.94,50.59,147.121,0.677,S_0003,D2Q763_BIFDB
2,SCORE:,7579.355,8600.548,356.69300000000004,0.0,-2960.49,669.637,-1094.597,6.847,107.814,322.915,2129.964,-105.134,-110.35700000000001,-94.822,-244.935,-53.156000000000006,15.549000000000001,-99.54299999999999,6.455,125.324,0.643,S_0003,R5QPB2_9FIRM
5,SCORE:,16575.823,17534.337,326.811,0.0,-2865.087,584.669,-987.2639999999999,6.1129999999999995,105.837,317.893,1969.184,-85.76700000000001,-113.639,-80.452,-231.50599999999997,-52.001000000000005,17.576,-94.98899999999999,79.866,143.03799999999998,1.205,S_0006,D3PLV5_MEIRD
2,SCORE:,8843.09,9830.127,360.05,0.0,-2983.0370000000003,588.423,-1004.373,6.9910000000000005,107.333,330.296,2010.724,-84.947,-116.554,-73.432,-252.65400000000002,-49.916000000000004,22.644000000000002,-99.185,47.396,201.763,1.44,S_0003,E9SVV9_RHOHA
1,SCORE:,9103.714,10129.315,337.962,0.0,-2952.4590000000003,677.9730000000001,-1109.8339999999998,7.1610000000000005,115.245,320.775,2120.901,-86.96799999999999,-115.881,-94.38,-258.355,-42.38,21.531999999999996,-90.459,28.763,93.681,1.121,S_0002,Q033K1_LACC3
6,SCORE:,8843.780999999999,9797.55,302.726,0.0,-2776.067,583.2919999999999,-1016.814,6.371,106.803,312.819,1959.059,-82.999,-112.15,-92.846,-230.872,-41.034,17.544,-90.17,42.981,156.562,1.026,S_0007,G7ZEM2_AZOL4
0,SCORE:,4745.33,5856.984,284.842,0.0,-2929.48,642.274,-1081.526,6.415,105.56299999999999,297.974,2093.819,-113.735,-111.555,-83.964,-244.74900000000002,-52.748999999999995,17.423,-93.374,0.738,149.136,1.2930000000000001,S_0001,W8UME1_YEREN
4,SCORE:,9572.231,10915.507,255.447,0.0,-3069.33,679.8330000000001,-1135.404,6.521,116.318,293.491,2145.26,-102.286,-111.45299999999999,-95.73,-246.77900000000002,-52.318000000000005,8.238,-113.384,-42.265,119.412,1.155,S_0005,S0NWC0_9ENTE
7,SCORE:,9878.108,11215.649,288.765,0.0,-3094.014,630.293,-1214.151,6.197,116.03399999999999,302.156,2230.929,-119.788,-116.641,-107.03200000000001,-245.22299999999998,-47.379,8.669,-115.016,44.169,93.492,0.998,S_0008,G4UQY9_NEUT9
4,SCORE:,9706.741,10740.018,372.597,0.0,-3077.671,726.882,-1147.118,6.853,119.455,334.26800000000003,2214.7529999999997,-111.853,-109.93799999999999,-107.77600000000001,-238.14,-47.196000000000005,14.364,-98.296,6.365,107.72399999999999,1.45,S_0005,R6VXA2_9FIRM
3,SCORE:,8851.375,9884.378,260.036,-1.172,-2663.1859999999997,544.411,-931.715,6.31,97.789,276.615,1823.9520000000002,-92.335,-94.691,-74.8,-224.282,-55.419,7.164,-98.36200000000001,39.293,146.52700000000002,0.861,S_0004,I1LQF8_SOYBN
3,SCORE:,16034.757,17034.403000000002,348.089,0.0,-2841.236,547.4580000000001,-1029.76,5.72,104.834,313.861,1994.503,-85.58200000000001,-114.01299999999999,-90.212,-245.85299999999998,-51.543,24.56,-99.912,58.776,159.441,1.222,S_0004,A0A0A7KKG8_9DEIO
3,SCORE:,10673.965,11827.043,271.401,-1.249,-2860.3070000000002,598.673,-1049.7169999999999,6.234,110.654,283.264,2009.729,-93.056,-105.46600000000001,-87.804,-246.544,-52.988,11.18,-92.954,15.546,129.592,0.733,S_0004,C5YAD4_SORBI
5,SCORE:,15105.094,15741.398000000001,545.518,-0.7090000000000001,-3094.02,646.38,-1071.913,8.068999999999999,110.48899999999999,378.2,2165.064,-83.463,-108.712,-76.83,-285.422,-52.736999999999995,41.021,-74.793,136.561,180.125,0.866,S_0006,M1AT72_SOLTU
6,SCORE:,15090.243999999999,15715.233,541.11,-0.955,-3071.252,648.013,-1082.277,7.8870000000000005,110.927,362.414,2185.197,-75.933,-105.31299999999999,-70.067,-280.453,-53.184,45.958999999999996,-83.531,115.36200000000001,180.125,0.9790000000000001,S_0007,M1AT72_SOLTU
2,SCORE:,9544.614,10306.49,323.715,0.0,-2841.25,653.828,-986.655,7.477,115.473,343.542,2032.611,-92.824,-70.11,-65.025,-286.622,-60.355,14.314,-71.483,77.872,142.12,1.4980000000000002,S_0003,T1IGN2_RHOPR
7,SCORE:,9638.379,10306.965,407.413,0.0,-2852.968,674.3430000000001,-957.96,7.394,115.574,339.57599999999996,2018.8,-79.906,-65.96,-79.163,-272.091,-63.141999999999996,26.884,-70.824,40.588,142.12,0.736,S_0008,T1IGN2_RHOPR
3,SCORE:,4671.707,5793.129,312.887,0.0,-2944.531,643.7819999999999,-1069.904,6.236000000000001,108.876,294.601,2075.83,-90.055,-108.527,-92.71,-258.612,-56.641999999999996,22.805999999999997,-105.32600000000001,-22.378,161.06799999999998,1.178,S_0004,D2TLE2_CITRI
5,SCORE:,8927.349,9814.885,337.824,0.0,-2676.928,555.01,-934.823,6.557,97.891,290.248,1857.832,-65.53699999999999,-106.541,-82.83200000000001,-228.797,-49.037,23.583000000000002,-91.728,66.23100000000001,112.429,1.083,S_0006,R4SR38_AMYOR
6,SCORE:,8746.280999999999,9876.15,303.199,0.0,-3082.211,698.957,-1128.58,6.734,116.258,327.242,2228.029,-98.449,-113.584,-101.281,-256.888,-59.534,11.779000000000002,-87.507,6.865,97.42,1.682,S_0007,M1N6U5_9CLOT
1,SCORE:,14315.768,14488.296,755.922,-0.851,-2776.8779999999997,621.7090000000001,-939.02,6.928999999999999,106.48299999999999,394.314,2018.033,-90.36200000000001,-85.44200000000001,-71.612,-229.049,-60.388999999999996,34.363,-79.819,102.745,119.65899999999999,0.737,S_0002,C5X5C0_SORBI
0,SCORE:,14337.806,14411.713,911.6289999999999,-0.938,-2825.022,622.906,-969.576,6.904,107.087,390.75699999999995,2028.211,-105.663,-84.01100000000001,-60.126999999999995,-236.11,-53.672,51.483999999999995,-81.795,103.579,119.65899999999999,0.79,S_0001,C5X5C0_SORBI
9,SCORE:,3097.2070000000003,4343.522,261.189,0.0,-3045.775,690.085,-1083.0910000000001,6.59,116.008,295.048,2159.311,-103.111,-117.522,-97.16799999999999,-251.795,-60.503,9.562000000000001,-96.806,-3.597,74.575,0.685,S_0010,S0KKW4_ENTAV
5,SCORE:,9022.628,10194.955,288.471,0.0,-3008.917,661.175,-1127.105,6.568,111.464,325.73400000000004,2111.0170000000003,-108.729,-115.744,-84.181,-254.44400000000002,-48.375,12.674000000000001,-91.675,23.054000000000002,125.20100000000001,1.486,S_0006,S5QYB8_9STRE
1,SCORE:,11122.167,11996.905,369.414,0.0,-2840.222,593.977,-1026.183,6.242999999999999,104.075,313.934,2002.2089999999998,-82.331,-119.649,-86.226,-237.47099999999998,-40.544000000000004,24.206,-94.749,65.571,171.657,1.349,S_0002,G7ZID5_AZOL4
9,SCORE:,8603.337,9579.31,344.416,0.0,-2893.485,630.131,-1047.147,6.295,118.88600000000001,327.958,2038.769,-104.943,-113.556,-81.438,-234.33,-55.071000000000005,21.191,-99.906,47.04,117.26,1.9580000000000002,S_0010,B8DVE3_BIFA0
6,SCORE:,9240.903,10516.375,291.719,0.0,-3182.298,696.1360000000001,-1125.988,6.946000000000001,122.531,321.045,2228.005,-122.51899999999999,-106.95200000000001,-89.291,-261.449,-57.601000000000006,8.767000000000001,-116.772,-8.972000000000001,120.04,1.182,S_0007,T1NMF4_TRIUA
3,SCORE:,2619.254,3608.639,357.469,0.0,-3004.815,715.013,-1088.411,7.216,120.34899999999999,323.805,2165.86,-80.001,-127.40700000000001,-101.445,-235.74900000000002,-62.138000000000005,22.004,-92.08,23.56,66.533,0.852,S_0004,F3Y9S9_MELPT
2,SCORE:,3086.407,4354.707,267.403,0.0,-3058.005,677.8989999999999,-1110.5839999999998,6.801,112.684,302.849,2152.655,-98.584,-119.57700000000001,-105.785,-255.19,-54.74100000000001,7.442,-102.92399999999999,-2.616,110.855,1.119,S_0003,R2SKG5_9ENTE
2,SCORE:,12141.462,13265.833,302.34,0.0,-2878.238,560.239,-1073.343,5.93,109.926,301.754,2072.354,-89.889,-107.478,-92.589,-262.264,-49.538000000000004,18.131,-110.35700000000001,-6.379,174.005,1.025,S_0003,D1BCW8_SANKS
